+-----------------------------------+-------+
|               name                | birth |
| Augusto Peon Solis                |       |
| Augustoi Luis Peon Ancona         |       |
| Aulélie Lassour                   |       |
| Aung Lwin                         |       |
| Aurelie Sanhaji                   |       |
| Aurora Arroyo                     |       |
| Aurélia Petit                     |       |
| Austene V. Williams-Clark         |       |
| Austin Bragg                      |       |
| Austin Geise                      |       |
| Autumn Dubeau                     |       |
| Avantika Verma                    |       |
| Avaz Latif                        |       |
| Avi Bachar                        |       |
| Avi Biter                         |       |
| Avijit Halder                     |       |
| Avinash                           |       |
| Avinash Darvekar                  |       |
| Avinash Kharshikar                |       |
| Avinash Wadhawan                  |       |
| Aviram Goldin                     |       |
| Avraham Bar-Orion                 |       |
| Avshalon Hodik                    |       |
| Avtandil Israfilov                |       |
| Avtar Gill                        |       |
| Axel Montgomery                   |       |
| Axel Mousset                      |       |
| Axis                              |       |
| Aya Asakura                       |       |
| Aya Natsuki                       |       |
| Aya Tanaka                        |       |
| Aya Tanigawa                      |       |
| Ayako Kawahara                    |       |
| Ayan Mirkasimova                  |       |
| Ayane Yûki                        |       |
| Aydin Bikul                       |       |
| Aykut Hilmi                       |       |
| Ayla Arbour                       |       |
| Aymeric Mesa-Juan                 |       |
| Aysha Shen                        |       |
| Ayu Mizuno                        |       |
| Ayub Khan                         |       |
| Ayumi Shibata                     |       |
| Azad Khatri                       |       |
| Azamat Omarov                     |       |
| Azghar                            |       |
| Azhagar Malai                     |       |
| Azin Feizabadi                    |       |
| Aziz Sultanov                     |       |
| Azizul Hakim                      |       |
| Aznah Hamid                       |       |
| Azri Iskandar                     |       |
